Action 1,Action 2,Action 3,Action 4,Action 5,Action 6,Action 7,Action 8,Action 9,Action 10,Action 11,Action 12,Action 13,Action 14,Action 15,Action 16,Action 17,Action 18,Action 19,Action 20,Action 21,Action 22,Action 23,Action 24,Action 25,Action 26,Action 27,Action 28,Action 29,Action 30,Action 31,Action 32,Action 33,Action 34,Action 35,Action 36,Action 37,Action 38,Action 39,Action 40,Action 41,Action 42,Action 43,Action 44,Action 45,Action 46,Action 47,Action 48,Action 49,Action 50,Action 51,Action 52,Action 53,Action 54,Action 55,Action 56,Action 57,Action 58,Action 59,Action 60,Action 61,Action 62,Action 63,Action 64,Action 65,Action 66,Action 67,Action 68,Action 69,Action 70,Action 71,Action 72,Action 73,Action 74,Action 75,Action 76,Action 77,Action 78,Action 79,Action 80,Action 81,Action 82,Action 83,Action 84,Action 85,Action 86,Action 87,Action 88,Action 89,Action 90,Action 91,Action 92,Action 93
-353.30295,344.82874,255.95764,-551.7936,-751.09735,-800.0,-266.05585,88.77185,-800.0,800.0,89.1062,-549.7557,-282.48254,800.0,602.2882,800.0,-240.46576,-772.66907,241.33032,785.69055,171.1872,-387.54196,-800.0,800.0,-800.0,-605.5515,-362.44812,-523.3059,-77.00763,650.8164,542.03094,382.77365,642.9426,1000.0,48.115284,321.41245,796.4014,0.0,613.4962,1000.0,19.202024,792.47003,147.6109,1000.0,737.3185,496.22504,485.5846,980.4503,306.0961,0.0,311.34564,136.3928,867.7324,77.232864,536.9916,1000.0,416.41412,205.99821,0.0,633.72424,1000.0,363.68515,719.7687,1000.0,501.1661,0.0,498.958,0.0,77.90518,555.6216,0.0,1000.0,599.46387,905.8558,855.5519,53.162693,599.95074,771.49194,625.35443,330.68585,103.33854,1000.0,300.1427,549.0584,333.90594,246.52391,166.43808,562.41473,621.0061,381.81207,0.9076654,0.0,0.9283636
644.98145,32.4787,800.0,-234.51526,-9.323608,530.90015,-228.82422,-7.4086914,32.711975,-800.0,157.64197,-800.0,-187.47406,800.0,194.33276,-800.0,-460.5708,-695.196,-73.07062,-38.00934,-57.05725,286.71936,-800.0,-380.6817,454.84216,-800.0,-336.22498,596.2938,-456.15198,-267.42212,163.90904,559.55457,0.0,685.95123,0.0,1000.0,1000.0,1000.0,715.305,1000.0,323.31445,1000.0,916.0458,887.87494,730.22614,834.27155,0.0,428.18005,1000.0,1000.0,0.0,394.01044,243.91049,280.77618,169.21815,0.0,774.2825,43.314278,0.0,619.4969,901.1472,359.9417,0.0,800.0958,668.85046,0.0,149.55157,778.5231,856.5096,1000.0,883.20544,610.8307,1000.0,0.0,0.0,695.4049,1000.0,0.0,0.0,0.0,918.6523,963.18744,1000.0,570.6726,298.99127,0.0,161.5313,873.5917,1000.0,1000.0,1.1,1.0,0.9125117
-90.24658,322.78955,-800.0,519.72485,605.59216,-800.0,211.2298,167.46368,360.45142,47.970215,-383.0613,800.0,-122.526,-347.95856,300.24768,-207.71442,800.0,464.3108,-800.0,602.2871,800.0,-366.308,99.55463,800.0,-391.95532,-744.3818,800.0,-433.62213,-800.0,-378.0175,0.0,802.7075,178.68063,4.358351,147.5553,1000.0,1000.0,1000.0,207.63116,765.58325,0.0,700.9265,982.0268,319.80872,1000.0,108.77043,47.07846,0.0,0.0,1000.0,574.2021,668.3394,600.6605,319.23468,1000.0,778.4021,817.58246,599.309,414.80115,309.25214,1000.0,721.7483,1000.0,1000.0,1000.0,977.33844,909.3109,0.0,1000.0,562.2608,0.0,309.54767,493.75266,732.3953,45.232563,462.8376,1000.0,909.5962,431.83423,89.93414,560.3025,539.09357,225.23724,1000.0,1000.0,639.8949,0.0,492.41293,346.7093,594.7114,1.0217167,1.0,1.0
-594.9367,45.821472,416.19067,-302.26575,-800.0,190.1571,-330.93988,800.0,-163.49982,800.0,-800.0,800.0,-389.50967,800.0,88.94318,800.0,800.0,800.0,-598.82404,502.74658,-800.0,-800.0,-246.07031,-86.383606,-428.20114,389.07703,-58.540833,-345.59158,362.9348,-800.0,0.0,0.0,368.82397,742.0263,1000.0,302.59906,503.3658,1000.0,928.1293,205.86621,888.2669,705.2315,678.0213,219.84172,930.2874,1000.0,1000.0,432.97922,554.9309,775.93964,902.69885,1000.0,183.31271,0.0,317.86996,0.0,1000.0,0.0,753.5668,1000.0,696.68256,1000.0,0.0,686.8096,612.8164,1000.0,794.76953,801.8303,894.8423,765.26825,578.19366,110.70564,366.44205,118.16961,0.0,666.3504,324.8726,213.09203,505.12152,228.10269,316.08093,1000.0,795.34094,577.5039,375.4749,361.3637,124.013214,642.07025,0.0,1000.0,1.1,0.5625956,0.69094497
-800.0,-800.0,800.0,-340.38364,250.77136,800.0,-800.0,616.161,185.26495,784.4254,-800.0,-800.0,430.135,-361.64798,-650.7892,669.91064,254.51514,155.59961,497.53662,441.09778,164.42206,-713.75116,-307.28708,275.28027,620.9729,120.44525,800.0,800.0,800.0,-320.2306,864.49634,852.38446,545.91095,852.96405,843.8992,1000.0,233.03604,459.70816,45.010864,1000.0,68.95712,1000.0,1000.0,333.09317,0.0,197.84966,1000.0,577.87036,0.0,664.46124,403.72812,610.7955,809.3192,1000.0,878.0951,787.0939,209.8237,0.0,1000.0,423.1429,0.0,0.0,953.80176,1000.0,758.0593,797.45435,1000.0,535.7056,0.0,301.13464,157.4893,823.7486,149.45024,603.8155,626.40967,441.6311,53.125202,107.7354,752.8285,1000.0,0.0,740.51874,1000.0,267.5668,881.4753,1000.0,1000.0,644.0182,149.22809,1000.0,0.9945024,0.25866002,0.031210363
477.08374,-800.0,-633.7737,-195.40979,-153.6499,-430.67093,-547.08014,-623.96814,-800.0,800.0,-800.0,714.6875,-157.04773,389.59375,170.64923,800.0,-800.0,511.38733,-260.27374,800.0,-278.2552,188.88055,-626.3102,165.09668,800.0,-490.64694,-744.7984,24.89441,-503.52158,-800.0,553.02625,274.81787,406.71652,368.20645,1000.0,102.03507,167.03246,461.0153,300.78925,493.69666,378.0035,929.04816,0.0,633.1688,0.0,0.0,1000.0,606.85254,1000.0,223.92598,889.8289,912.78186,70.640175,506.48172,338.7999,0.0,1000.0,1000.0,534.5372,122.19587,1000.0,911.7771,661.4611,0.0,307.35416,1000.0,989.62317,0.0,53.919464,905.8184,307.72092,1000.0,0.0,1000.0,381.3938,1000.0,494.9819,190.09196,0.0,332.94492,1000.0,352.51797,340.5878,307.60748,777.20087,339.7968,14.05397,456.9428,94.54769,1000.0,1.0771546,0.38675553,0.59716195
264.01782,-539.4704,-514.27637,-800.0,19.482727,800.0,-93.63165,558.2947,800.0,535.71326,699.4147,-16.335083,-800.0,-800.0,260.32605,220.46564,-800.0,-765.68945,337.56372,-216.13135,-800.0,800.0,-107.18298,757.24194,171.14185,800.0,490.0415,534.23584,-532.46704,-800.0,345.25705,1000.0,1000.0,1000.0,1000.0,623.3563,1000.0,1000.0,517.30237,1000.0,0.0,890.3153,0.0,1000.0,0.0,219.90248,0.0,542.12103,0.0,279.8762,0.0,348.9735,544.4649,373.5124,1000.0,1000.0,680.2212,205.03976,837.2493,1000.0,1000.0,287.38654,364.38144,443.6121,705.6753,90.64129,614.8059,492.6014,0.0,579.0297,167.95259,977.2712,850.26227,0.0,0.0,45.63275,369.53418,0.0,333.6246,312.2394,234.58511,213.14949,797.1102,581.46375,1000.0,248.67952,0.0,803.8317,367.19644,649.3728,0.9,1.0,1.0
581.7555,-18.062378,-800.0,800.0,-290.628,-216.02283,103.73688,-800.0,800.0,-83.41199,-744.22595,362.4165,800.0,-800.0,-778.1948,800.0,264.01575,72.14899,499.20544,69.94031,-538.84094,-174.62445,800.0,481.73315,-128.74908,-265.11823,-67.51959,569.5447,-800.0,-408.39838,322.0769,0.0,780.24756,567.3841,0.0,1000.0,1000.0,862.01465,358.7229,808.86865,941.1756,450.2572,499.86148,697.0574,297.02078,624.9682,0.0,121.154335,0.0,0.0,812.74457,411.72784,151.3167,0.0,931.5347,392.29007,1000.0,0.0,857.97363,336.39972,629.15375,801.2189,262.01578,1000.0,498.0258,757.4478,1000.0,819.4321,0.0,316.07242,847.6139,557.19635,406.68356,0.0,88.48515,697.6553,938.48486,474.8637,161.35175,205.57663,483.1308,319.77188,819.12506,236.01276,730.2038,895.4116,0.0,172.0275,273.6661,161.31714,0.9478613,0.23744282,1.0
-769.47375,80.49414,-36.07733,800.0,531.3793,402.4956,553.79297,-289.03912,-722.5135,130.38788,800.0,319.83447,717.1107,-43.327454,164.45331,-535.32654,-800.0,714.3784,213.96234,-800.0,800.0,204.67548,386.77734,-531.57,359.7052,-323.50165,800.0,-800.0,-594.91046,228.40869,942.18304,0.0,53.83769,1000.0,159.52402,635.3764,379.25394,0.0,809.67633,433.96817,293.7187,362.54297,648.8527,653.4477,744.60406,660.6028,1000.0,582.9974,1000.0,513.372,1000.0,748.13007,24.475962,661.66425,1000.0,1000.0,707.7677,1000.0,1000.0,0.0,885.0106,428.21912,0.0,508.88492,1000.0,591.84393,434.71524,975.9854,0.0,1000.0,1000.0,460.17676,535.5599,0.0,1000.0,783.7182,451.0064,690.565,712.76984,1000.0,543.1952,151.36134,1000.0,422.27655,1000.0,921.5909,193.3223,537.89075,232.34332,884.5836,0.9,0.612822,0.59479207
-45.855347,-83.586,-800.0,-328.6972,-800.0,-264.66107,523.0597,800.0,-800.0,139.89203,185.59644,525.8434,470.1676,-377.13165,-84.895874,-800.0,800.0,800.0,142.97638,-538.74554,-76.22272,-451.2298,800.0,-667.55273,-496.91867,46.84375,-752.78186,-373.2016,-406.39676,-286.26898,210.92696,1000.0,0.0,1000.0,422.4403,346.8058,0.0,303.82037,0.0,88.200035,390.93756,0.0,506.63696,1000.0,0.0,817.60925,0.0,41.498215,130.69743,1000.0,1000.0,1000.0,372.06213,210.15292,142.33055,924.24786,1000.0,0.0,0.0,624.8706,327.77875,220.8387,1000.0,661.7628,547.21765,460.13803,838.47076,958.01996,462.74792,1000.0,26.571632,499.98755,15.605092,0.0,0.0,169.15405,1000.0,1000.0,804.31946,416.93054,0.0,319.48413,0.0,396.18158,122.85259,191.42383,1000.0,42.61109,0.0,0.0,0.9727932,0.27317917,0.8858043
-271.24017,-800.0,800.0,-652.2029,-800.0,-800.0,-800.0,-160.27966,800.0,349.3816,-800.0,710.4441,-755.99457,709.88354,-45.493958,-570.45154,-800.0,-800.0,800.0,582.24243,800.0,232.33105,800.0,-800.0,131.72504,-799.0824,62.95404,275.7799,-417.8506,-800.0,677.189,916.8391,0.0,438.50873,771.5354,482.23315,505.40573,972.86127,554.1418,355.1175,840.2576,164.1654,0.0,1000.0,461.67795,1000.0,594.03827,199.01485,726.1539,128.31873,1000.0,0.0,0.0,1000.0,1000.0,0.0,909.4073,637.5644,601.91895,216.54373,441.3054,944.85345,53.795578,350.70068,704.92206,1000.0,158.15944,56.828976,1000.0,722.21747,555.07587,1000.0,285.98416,1000.0,0.0,697.2924,1000.0,0.0,801.7074,1000.0,251.42773,843.3535,1000.0,449.7362,606.11926,933.1597,1000.0,306.42746,784.9306,1000.0,1.0706735,1.0,1.0
657.4182,-497.87445,384.06006,-800.0,146.57098,222.04382,742.33813,445.24915,-760.46387,800.0,-665.83435,-487.12692,-414.97092,-717.56134,558.5294,-800.0,-315.4297,800.0,-51.83899,800.0,800.0,-800.0,-800.0,-800.0,-72.55371,543.1272,800.0,-502.4748,800.0,720.2589,417.4318,1000.0,803.5996,130.88242,1000.0,411.55573,710.8142,1000.0,0.0,906.95667,963.28217,0.0,447.76575,0.0,983.6826,92.08682,666.33154,420.66837,480.52887,1000.0,46.81942,438.87003,443.29034,0.0,768.8086,0.0,296.8276,613.733,673.4352,71.75874,328.44412,516.9622,604.36066,743.66986,491.5318,56.89746,1000.0,796.1172,850.9699,621.1213,0.0,730.69763,240.6947,0.0,1000.0,0.0,218.3913,0.0,285.99802,762.1077,676.92126,703.4053,795.9383,193.3944,969.0876,925.19806,696.7909,311.83405,588.2019,861.14685,0.99011415,0.15918398,1.0
800.0,-800.0,-731.5556,465.1958,670.3352,-800.0,-534.49414,-56.293457,800.0,467.10852,-800.0,741.3041,-388.2125,-287.84344,-800.0,-800.0,-722.6789,800.0,-506.9503,-509.936,128.13751,-776.0774,-548.40375,477.34314,385.28174,-800.0,-800.0,-651.0242,800.0,61.597656,167.29402,55.546165,0.0,454.87698,27.57284,915.68536,207.44148,366.5106,712.9095,777.7005,1000.0,0.0,165.32326,808.8975,0.0,0.0,183.12216,268.47256,1000.0,202.22923,0.0,1000.0,740.9977,320.88098,219.47652,62.652527,1000.0,564.9962,665.7416,0.0,688.2279,414.16486,126.148674,582.9338,0.0,0.0,93.24232,0.0,117.08331,449.21292,1000.0,402.74442,99.32884,572.78735,1000.0,320.3047,367.59256,988.77045,593.7549,836.45844,0.0,599.95886,617.81903,899.5868,391.10107,681.89655,160.17342,0.0,459.95828,41.799156,1.1,0.35629815,1.0
219.16577,-800.0,47.337036,-800.0,-254.66602,529.4984,764.3605,-800.0,572.59106,198.22443,-187.9751,352.33838,800.0,-800.0,246.88391,-800.0,-358.47415,-800.0,631.20667,127.42883,800.0,622.07544,-529.95264,68.72504,68.74237,800.0,-138.87335,-189.08722,316.7362,-800.0,543.09863,1000.0,577.59247,772.14294,140.88586,945.59607,1000.0,0.0,889.2993,669.75385,0.0,1000.0,0.0,1000.0,0.0,84.67984,1000.0,502.74747,0.0,0.0,219.0969,749.2583,883.0401,263.93622,0.0,1000.0,380.01105,0.0,533.9114,411.41653,1000.0,0.0,768.90564,462.0609,618.1478,825.4004,140.90723,916.25824,785.67505,683.8904,0.0,255.90294,1000.0,801.95953,1000.0,1000.0,454.86557,0.0,439.91998,0.0,731.274,503.0263,791.2775,741.6594,183.01636,363.91302,361.24542,1000.0,38.27059,546.5108,0.90105087,0.5491528,0.115098655
375.4353,135.3133,-800.0,-800.0,-468.16678,774.39087,-800.0,497.46765,287.2406,800.0,26.24768,-609.7411,2.6453247,-750.0147,800.0,64.01813,-800.0,480.79932,128.75739,-800.0,649.0177,800.0,800.0,800.0,-753.19415,-800.0,515.46265,360.761,296.3944,-105.05829,691.3321,839.1836,0.0,282.57507,1000.0,1000.0,204.49529,1000.0,929.93024,1000.0,867.8504,0.0,1000.0,1000.0,0.0,539.09125,1000.0,610.4119,795.7196,0.0,347.24658,449.238,638.0165,0.0,1000.0,1000.0,982.9281,178.23535,216.36676,0.0,639.12756,1000.0,766.5583,742.6038,0.0,0.0,10.129839,0.0,672.9225,747.7218,166.76935,1000.0,311.22806,797.3844,232.18828,482.39252,0.0,15.257239,982.2561,687.87305,662.38605,285.82828,1000.0,222.39125,0.0,946.3062,1000.0,627.2637,0.0,0.0,1.0000081,0.05098021,0.60597503
258.17285,-537.9079,-294.01,-152.83759,-707.4222,586.36145,424.96533,471.1255,245.83496,51.36841,800.0,776.8529,-380.41425,800.0,609.2993,413.28406,-800.0,-342.10834,-447.96344,494.06763,-418.22595,800.0,-750.7186,480.0287,-800.0,-800.0,-800.0,504.94104,214.2312,317.3452,1000.0,0.0,771.54315,363.462,939.4164,960.3369,146.2439,638.7983,556.5376,1000.0,0.0,0.0,599.6224,862.18896,0.0,1000.0,1000.0,680.11346,20.667494,469.88507,353.35516,279.45297,421.261,1000.0,176.96971,352.67062,554.5904,844.346,1000.0,722.55524,0.0,1000.0,728.4482,413.1413,0.0,1000.0,903.57556,766.78094,1000.0,863.13824,200.1118,366.7752,804.37305,0.0,1000.0,862.9748,1000.0,0.0,588.95013,841.63855,0.0,161.65005,0.0,0.0,604.7287,0.0,1000.0,1000.0,681.0118,459.19504,1.1,1.0,1.0
704.5294,-563.2617,221.578,800.0,-428.28275,514.23096,463.79675,641.07263,-607.4734,348.29773,-565.5509,-460.52893,493.88196,-221.54395,-800.0,800.0,-149.09027,-800.0,-572.97375,184.24817,-611.02277,656.98145,-800.0,-517.7909,124.29907,666.4812,31.107788,134.0802,-800.0,-170.47003,0.0,936.03326,540.64435,1000.0,0.0,0.0,56.67108,140.80394,687.2591,926.7948,111.26351,1000.0,700.44293,1000.0,881.13916,54.195583,0.0,598.77075,605.03156,139.374,0.0,0.0,942.6052,586.38416,186.40572,584.13074,0.0,451.04715,161.17549,0.0,365.94,1000.0,744.4411,689.9278,207.42188,32.912193,683.7715,1000.0,0.0,1000.0,872.7133,1000.0,1000.0,0.0,1000.0,0.0,512.2763,857.4086,509.68326,719.5343,1000.0,552.90497,0.0,0.0,299.23065,135.56665,609.9023,47.53557,0.0,64.22949,1.0728912,0.90110373,0.27954996
-800.0,731.77673,-800.0,800.0,-108.97662,705.68787,338.0155,371.4657,-335.32782,800.0,-118.947876,800.0,-104.259705,800.0,-800.0,-306.8894,800.0,-88.52844,-800.0,-300.39667,128.53851,-30.28186,-170.93768,365.33557,-800.0,-101.0849,-800.0,800.0,94.94336,-671.1776,0.0,0.0,0.0,510.71017,786.327,1000.0,893.41534,0.0,92.96322,0.0,1000.0,80.50263,1000.0,908.4052,1000.0,353.6534,292.216,622.96075,0.0,0.0,676.1258,78.002754,538.25916,198.22758,0.0,1000.0,564.6471,1000.0,718.309,1000.0,594.4367,272.3749,1000.0,1000.0,173.87671,200.06758,0.0,15.387416,449.39444,0.0,472.0056,433.43317,1000.0,0.0,96.69724,547.6463,885.0415,605.8209,475.9241,116.393684,0.0,370.10184,982.95795,1000.0,459.97235,245.93622,0.0,682.4161,1000.0,742.761,0.97088575,0.9883567,1.0
-494.9106,800.0,38.42993,669.12415,219.93152,653.3362,-406.5234,-59.71045,-399.31912,777.68616,-497.8189,83.50116,136.90985,-800.0,-168.6778,-800.0,-161.28058,-800.0,800.0,-800.0,800.0,-240.32245,657.05237,589.53186,-800.0,-668.2425,800.0,-590.9103,549.6957,-800.0,0.0,0.0,0.0,462.89618,1000.0,904.5768,451.9171,939.7124,926.6652,0.0,0.0,445.52808,0.0,1000.0,0.0,0.0,385.82547,148.25737,144.60567,379.31693,16.617416,775.81476,1000.0,592.7138,863.2275,274.19086,214.78572,473.74817,948.3105,801.6201,1000.0,420.2389,1000.0,969.33844,443.8086,1000.0,636.1977,1000.0,341.8521,279.4623,0.0,0.0,0.0,253.45265,74.8775,837.16034,1000.0,563.64935,289.50592,325.4307,1000.0,89.47298,0.0,591.5824,960.51526,612.4729,354.90097,486.35272,498.85654,375.04077,1.0268217,1.0,1.0
